City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sant lluis,39.8526,4.2594,20.22,73,0,3.6,ES,1715537674
365,mhamid,29.82,-5.72,36.01,9,71,7.05,MA,1715537675
366,flin flon,54.7682,-101.865,6.91,61,100,3.09,CA,1715537675
367,laoang,12.5,125.0167,25.02,95,67,1.44,PH,1715537675
368,mournies,35.4764,24.0092,17.68,59,0,3.09,GR,1715537675
369,apahida,46.8167,23.75,11.19,82,75,5.81,RO,1715537676
370,whakatane,-37.9585,176.9854,9.87,94,17,2.15,NZ,1715537676
371,sarangani,5.4033,125.4636,28.72,76,56,7.58,PH,1715537676
372,soligalich,59.0778,42.2864,2.05,79,73,2.12,RU,1715537676
373,tumut,-35.3,148.2167,8.64,81,0,1.68,AU,1715537420
374,sao joao da barra,-21.6403,-41.0511,35.05,76,3,4.38,BR,1715537677
375,badou,7.5833,0.6,26.66,83,100,1.39,TG,1715537677
376,ust'-barguzin,53.45,108.9833,4.72,96,95,0.67,RU,1715537677
377,ad dilam,23.9915,47.1627,35.23,13,31,3.89,SA,1715537421
378,salalah,17.0151,54.0924,30.05,74,40,3.09,OM,1715537677
379,mount gambier,-37.8333,140.7667,9.58,99,57,2.25,AU,1715537497
380,as safirah,36.077,37.3725,16.7,75,5,8.88,SY,1715537678
381,vikulovo,56.8167,70.6107,14.06,67,98,8.41,RU,1715537678
382,arraial do cabo,-22.9661,-42.0278,33.98,55,20,4.12,BR,1715537679
383,papao,-17.75,-149.55,26.82,85,50,7.37,PF,1715537679
384,padangsidempuan,1.3667,99.2667,22.93,99,100,1.09,ID,1715537679
385,cepu,-7.1475,111.5906,23.95,89,100,1.79,ID,1715537679
386,guerrero negro,27.9769,-114.0611,19.48,62,78,6.41,MX,1715537680
387,parkville,39.3773,-76.5397,19.4,80,75,2.24,US,1715537680
388,kalevala,65.2,31.1667,0.61,96,100,1.34,RU,1715537680
389,valparaiso,-33.0393,-71.6273,19.52,46,20,2.06,CL,1715537488
390,pacific grove,36.6177,-121.9166,20.36,85,40,2.57,US,1715537680
391,balkanabat,39.5108,54.3671,29.57,28,66,1.77,TM,1715537681
392,kapoeta,4.7717,33.5903,30.55,37,78,6.21,SS,1715537681
393,al jawf,29.5,38.75,28.08,24,2,4.18,SA,1715537681
394,remire-montjoly,4.9167,-52.2667,31.02,66,20,7.2,GF,1715537682
395,freetown,8.484,-13.2299,29.03,77,100,3.41,SL,1715537682
396,watertown,42.3709,-71.1828,16.77,51,75,2.24,US,1715537625
397,zhalantun,48.0,122.7167,8.43,39,81,2.46,CN,1715537682
398,sola,-13.8833,167.55,26.73,77,100,11.5,VU,1715537683
399,madinat ash shamal,26.1293,51.2009,29.62,46,41,4.73,QA,1715537683
400,cururupu,-1.8283,-44.8683,29.12,77,92,1.88,BR,1715537683
401,loikaw,19.6742,97.2094,23.85,58,45,1.68,MM,1715537683
402,naze,28.3667,129.4833,21.51,96,100,6.55,JP,1715537616
403,ilovlya,49.3033,43.9796,7.17,65,44,4.06,RU,1715537684
404,rantauprapat,2.1,99.8333,24.58,94,97,1.03,ID,1715537684
405,cambridge,43.3601,-80.3127,17.83,57,75,4.63,CA,1715537522
406,sievi,63.9,24.5,6.44,92,84,1.59,FI,1715537685
407,najran,17.4924,44.1277,30.36,19,12,4.31,SA,1715537685
408,marsh harbour,26.5412,-77.0636,25.63,72,85,4.61,BS,1715537685
409,viedma,-40.8135,-62.9967,12.86,42,27,5.18,AR,1715537621
410,siwa oasis,29.2041,25.5195,25.68,29,0,2.23,EG,1715537686
411,mahina,-17.5065,-149.489,26.87,69,75,1.54,PF,1715537419
412,ola,59.5833,151.2833,0.63,89,99,1.79,RU,1715537686
413,tangalle,6.024,80.7911,26.09,88,100,1.24,LK,1715537481
414,vanino,49.0869,140.2543,6.63,98,100,0.86,RU,1715537686
415,yeniseysk,58.4497,92.1703,6.08,74,61,1.79,RU,1715537687
416,mitu,1.1983,-70.1733,32.47,53,63,1.98,CO,1715537687
417,banda aceh,5.5577,95.3222,26.6,87,100,3.82,ID,1715537687
418,mount pleasant,32.7941,-79.8626,27.99,45,0,2.57,US,1715537497
419,santa elena de uairen,4.6167,-61.1333,25.96,59,97,4.05,VE,1715537687
420,natchitoches,31.7668,-93.1335,18.47,100,100,0.0,US,1715537542
421,nantucket,41.2835,-70.0995,13.38,62,40,6.69,US,1715537545
422,moussoro,13.6408,16.4901,38.52,9,42,4.81,TD,1715537688
423,urangan,-25.3,152.9,19.55,85,0,3.13,AU,1715537689
424,yuzhne,46.6221,31.1013,11.22,57,41,6.48,UA,1715537689
425,pivijay,10.4617,-74.6162,34.64,52,100,3.5,CO,1715537689
426,saint-francois,46.4154,3.9054,15.92,94,85,2.06,FR,1715537689
427,butterworth,5.3991,100.3638,28.03,85,40,2.06,MY,1715537690
428,colonia,50.9333,6.95,24.36,41,0,3.09,DE,1715537403
429,forster,-32.1667,152.5167,11.83,100,17,3.66,AU,1715537690
430,puerto deseado,-47.7503,-65.8938,6.97,65,100,7.48,AR,1715537479
431,shakiso,5.75,38.9167,16.3,96,68,0.85,ET,1715537690
432,kiffa,16.6166,-11.4045,43.96,5,13,0.62,MR,1715537691
433,ostrov,57.3439,28.3537,10.85,63,30,1.73,RU,1715537691
434,mansa,29.9833,75.3833,29.59,35,37,4.65,IN,1715537691
435,pindushi,62.9152,34.58,0.08,90,84,1.02,RU,1715537691
436,wau,7.7029,27.9953,29.78,51,65,1.28,SS,1715537419
437,sharkan,57.2989,53.8712,0.74,84,30,3.08,RU,1715537692
438,oral,51.2333,51.3667,9.99,100,100,4.0,KZ,1715537692
439,dazhou,31.2159,107.5009,17.76,94,100,1.07,CN,1715537692
440,callao,-12.0667,-77.15,19.16,82,75,5.14,PE,1715537442
441,anupgarh,29.1911,73.2086,34.06,14,0,6.76,IN,1715537692
442,hasaki,35.7333,140.8333,20.22,85,100,10.61,JP,1715537693
443,flying fish cove,-10.4217,105.6791,26.82,89,75,4.12,CX,1715537693
444,macau,22.2006,113.5461,25.89,94,20,2.57,MO,1715537448
445,raholt,60.2667,11.1833,19.36,54,0,5.66,NO,1715537694
446,richards bay,-28.783,32.0377,20.02,91,100,2.14,ZA,1715537694
447,esperanza,19.5847,-70.9849,34.05,51,50,1.79,DO,1715537694
448,luganville,-15.5333,167.1667,24.84,77,97,4.8,VU,1715537694
449,calingasta,-31.3308,-69.4078,10.75,33,7,5.27,AR,1715537426
450,reggane,26.7158,0.1714,35.87,8,1,3.99,DZ,1715537695
451,sinabang,2.4803,96.3801,26.3,87,100,1.03,ID,1715537695
452,alta,69.9689,23.2717,5.59,93,75,1.54,NO,1715537424
453,luderitz,-26.6481,15.1594,14.21,80,0,5.59,NA,1715537696
454,dalbandin,28.8947,64.4101,28.78,10,0,2.81,PK,1715537696
455,tucupita,9.0622,-62.051,37.88,26,77,3.9,VE,1715537646
456,kerikeri,-35.2268,173.9474,10.51,92,0,1.91,NZ,1715537696
457,kolonia,50.9333,6.95,24.36,41,0,3.09,DE,1715537624
458,ghanzi,-21.5667,21.7833,20.6,17,0,3.51,BW,1715537697
459,cole harbour,44.6724,-63.4751,12.74,67,100,5.14,CA,1715537697
460,mejit,10.2753,170.8646,27.55,78,89,8.18,MH,1715537697
461,novi pazar,43.1367,20.5122,12.6,87,95,1.85,RS,1715537697
462,la'ie,21.6477,-157.9253,25.58,70,27,2.29,US,1715537698
463,tutong,4.8,114.65,28.05,87,100,0.53,BN,1715537698
464,dunedin,-45.8742,170.5036,9.89,90,100,2.68,NZ,1715537698
465,marsa alam,25.0757,34.8918,26.17,49,0,4.22,EG,1715537699
466,belmonte,-15.8631,-38.8828,27.93,64,8,2.82,BR,1715537699
467,menaka,15.9182,2.4022,33.88,30,99,9.46,ML,1715537699
468,fort st. john,56.2499,-120.8529,16.94,34,75,3.6,CA,1715537699
469,tura,25.5198,90.2201,21.82,89,9,1.19,IN,1715537700
470,kill devil hills,36.0307,-75.676,24.0,67,40,6.69,US,1715537700
471,bel ombre,-4.6167,55.4167,29.91,74,20,3.6,SC,1715537700
472,paramonga,-10.6667,-77.8333,20.46,77,92,3.3,PE,1715537700
473,marquette,46.5333,-87.6335,26.25,33,74,4.02,US,1715537700
474,usogorsk,63.4106,48.6872,-1.3,95,100,3.61,RU,1715537701
475,visby,57.6409,18.296,15.12,44,0,3.6,SE,1715537701
476,porirua,-41.1333,174.85,10.68,92,97,0.72,NZ,1715537701
477,morris,40.8334,-74.5329,11.16,88,100,4.12,US,1715537701
478,fenghua,29.6563,121.4064,13.94,94,0,1.0,CN,1715537702
479,yigo village,13.5361,144.8886,26.16,88,40,4.12,GU,1715537702
480,shiprock,36.7855,-108.687,20.53,27,54,10.69,US,1715537702
481,kharan,28.5833,65.4167,29.11,10,1,2.89,PK,1715537702
482,kirakira,-10.4544,161.9205,25.57,83,83,3.14,SB,1715537703
483,kendari,-3.945,122.4989,23.42,96,42,1.32,ID,1715537703
484,clarksdale,34.2001,-90.5709,27.99,100,71,3.6,US,1715537703
485,pontes e lacerda,-15.2261,-59.3353,36.13,28,1,3.62,BR,1715537601
486,kayangel,8.0823,134.7173,28.29,79,29,6.88,PW,1715537703
487,tazacorte,28.629,-17.9293,22.3,74,20,6.69,ES,1715537705
488,malvan,16.0667,73.4667,29.12,79,41,5.18,IN,1715537705
489,taltal,-25.4,-70.4833,18.39,68,20,3.14,CL,1715537705
490,la passe,45.5549,-0.8967,15.79,86,60,4.89,FR,1715537705
491,port hedland,-20.3167,118.5667,21.03,68,0,3.6,AU,1715537421
492,vernon,50.2581,-119.2691,27.01,27,40,0.9,CA,1715537426
493,zemetchino,53.4973,42.6163,4.61,64,99,3.01,RU,1715537706
494,hadibu,12.65,54.0333,29.58,70,82,1.05,YE,1715537706
495,skadovs'k,46.1161,32.9112,12.31,46,53,5.4,UA,1715537706
496,dongsheng,39.8161,109.9776,14.75,19,42,3.6,CN,1715537706
497,dolgorukovo,52.3195,38.3453,4.83,71,100,2.48,RU,1715537707
498,vila velha,-20.3297,-40.2925,31.65,99,20,5.14,BR,1715537246
499,nyborg,55.3127,10.7896,10.27,68,6,6.21,DK,1715537707
500,itoman,26.1247,127.6694,26.21,94,75,4.12,JP,1715537529
501,buckeburg,52.2607,9.0494,21.9,46,20,5.14,DE,1715537708
502,abdurahmoni jomi,37.9464,68.8088,16.16,77,0,2.0,TJ,1715537708
503,nabire,-3.3667,135.4833,24.88,96,100,1.16,ID,1715537708
504,filadelfia,39.9523,-75.1638,12.71,91,100,3.09,US,1715537649
505,kembe,4.6228,21.8865,27.69,50,88,0.56,CF,1715537709
506,holualoa,19.6228,-155.9522,23.08,83,75,7.2,US,1715537709
507,kuta,-8.7233,115.1723,26.97,94,20,3.13,ID,1715537710
508,afgooye,2.1381,45.1212,27.57,81,83,6.54,SO,1715537710
509,ayorou,14.7308,0.9174,40.38,22,97,4.87,NE,1715537710
510,pugachev,52.0133,48.8025,4.34,89,100,7.73,RU,1715537710
511,tumayr,25.7039,45.868,32.63,25,58,6.05,SA,1715537710
512,tolanaro,-25.0319,46.9987,21.95,91,0,4.03,MG,1715537711
513,contramaestre,20.2978,-76.2414,35.52,39,84,2.09,CU,1715537711
514,kenora,49.8167,-94.4337,14.54,44,75,7.72,CA,1715537537
515,kavaratti,10.5669,72.642,30.27,68,18,4.03,IN,1715537711
516,socuellamos,39.2858,-2.7921,25.76,28,78,3.03,ES,1715537711
517,jalalaqsi,3.3766,45.5996,28.35,67,96,6.39,SO,1715537712
518,lerwick,60.1545,-1.1494,11.0,87,100,8.18,GB,1715537712
519,mersa matruh,31.3525,27.2453,18.88,69,0,6.95,EG,1715537712
520,champerico,14.3,-91.9167,36.3,62,90,4.92,GT,1715537712
521,hobyo,5.3505,48.5268,28.9,80,38,6.93,SO,1715537712
522,east london,-33.0153,27.9116,15.52,94,0,2.57,ZA,1715537713
523,nova sintra,14.8667,-24.7167,23.7,82,52,10.81,CV,1715537713
524,island harbour,50.724,-1.2758,20.17,82,100,1.34,GB,1715537713
525,san sebastian de la gomera,28.0916,-17.1133,24.1,60,0,2.57,ES,1715537713
526,makoua,0.0069,15.6333,28.31,73,99,0.78,CG,1715537714
527,akureyri,65.6835,-18.0878,5.96,87,75,5.14,IS,1715537714
528,valdivia,-39.8142,-73.2459,11.1,62,26,1.09,CL,1715537500
529,urucara,-2.5364,-57.76,24.31,94,99,1.71,BR,1715537714
530,twin falls,42.3505,-114.6445,23.19,31,0,7.72,US,1715537531
531,sibay,52.7181,58.6658,10.68,98,100,1.34,RU,1715537715
532,general mosconi,-23.1851,-62.303,14.07,88,100,3.91,AR,1715537715
533,chabahar,25.2919,60.643,28.86,70,1,3.06,IR,1715537715
534,manaure,11.7751,-72.4445,33.97,52,65,5.7,CO,1715537715
535,port augusta,-32.5,137.7667,12.41,81,28,2.21,AU,1715537715
536,bechar,31.6167,-2.2167,34.18,10,40,5.14,DZ,1715537716
537,kruisfontein,-34.0033,24.7314,11.6,89,7,1.37,ZA,1715537716
538,morehead city,34.7229,-76.726,26.11,37,75,5.66,US,1715537433
539,donggang,28.9365,114.2259,16.41,78,100,1.33,CN,1715537716
540,orkney,-26.9802,26.6727,19.09,24,6,2.17,ZA,1715537716
541,jizzax,40.1158,67.8422,19.06,61,11,2.41,UZ,1715537716
542,mananjary,-21.2167,48.3333,22.66,79,6,1.71,MG,1715537717
543,jose maria morelos,23.3952,-103.8984,29.26,14,57,9.43,MX,1715537717
544,elva,58.2225,26.4211,12.08,40,72,1.54,EE,1715537717
545,petauke,-14.2426,31.3253,21.77,43,7,4.49,ZM,1715537717
546,teuva,62.4819,21.7416,10.88,83,89,1.96,FI,1715537717
547,damara,4.9608,18.7035,22.91,92,99,2.65,CF,1715537718
548,murun-kuren,49.6342,100.1625,15.21,57,83,1.71,MN,1715537718
549,megion,61.0296,76.1136,12.01,65,99,8.91,RU,1715537718
550,sept-iles,50.2001,-66.3821,15.29,31,20,5.66,CA,1715537527
551,illizi,26.4833,8.4667,32.89,13,61,9.24,DZ,1715537719
552,bismarck,46.8083,-100.7837,20.91,28,0,6.69,US,1715537627
553,masaya sur,16.497,121.7456,26.13,77,90,0.39,PH,1715537720
554,palmer,42.1584,-72.3287,15.65,51,75,2.24,US,1715537720
555,mohr,54.3528,9.7167,16.97,57,20,7.72,DE,1715537720
556,inverell,-29.7833,151.1167,9.53,98,0,1.34,AU,1715537720
557,roma,43.2128,-75.4557,14.34,67,100,3.09,US,1715537720
558,fuyang,32.9,115.8167,16.65,49,15,2.75,CN,1715537721
559,nogliki,51.8333,143.1667,0.75,98,100,8.05,RU,1715537721
560,haapajarvi,63.75,25.3333,8.03,90,100,1.4,FI,1715537721
561,novoarkhanhel's'k,48.658,30.8182,8.63,65,98,4.36,UA,1715537721
562,santiago de cuba,20.0247,-75.8219,30.06,79,40,4.63,CU,1715537721
563,kudahuvadhoo,2.6708,72.8944,29.83,77,95,5.06,MV,1715537586
564,calca,-13.3333,-71.95,23.64,51,40,1.94,PE,1715537722
565,letlhakeng,-24.0944,25.0298,20.58,28,2,3.79,BW,1715537722
566,neryungri,56.6709,124.6491,-3.78,91,100,1.13,RU,1715537722
567,brisas de zicatela,15.8369,-97.0419,31.29,42,40,3.09,MX,1715537722
568,saldanha,-33.0117,17.9442,15.63,78,0,5.73,ZA,1715537723
569,moroto,2.5345,34.6666,22.31,58,93,2.95,UG,1715537723
570,ambon,-3.6954,128.1814,26.08,94,40,1.54,ID,1715537724
571,sibolga,1.7427,98.7792,25.69,92,99,0.88,ID,1715537724
572,richfield,44.8833,-93.283,30.09,30,20,8.23,US,1715537675
573,grants,35.1473,-107.8514,18.13,22,40,10.29,US,1715537725
574,san luis de la loma,17.2706,-100.8939,31.26,44,39,3.34,MX,1715537725
575,wewak,-3.5534,143.6268,26.1,90,99,2.46,PG,1715537725
576,campbellton,48.0075,-66.6727,17.25,32,10,1.65,CA,1715537726
577,gornyy,55.1153,83.9059,9.3,54,40,2.72,RU,1715537726
578,novosokol'niki,56.3463,30.1578,3.84,75,76,2.36,RU,1715537726
579,keetmanshoop,-26.5833,18.1333,25.51,19,4,1.03,NA,1715537726
580,cidreira,-30.1811,-50.2056,21.12,97,100,2.76,BR,1715537726
581,praia da vitoria,38.7333,-27.0667,23.14,64,20,4.16,PT,1715537727
582,pajok,3.8651,32.4821,25.27,55,78,2.07,SS,1715537727
583,antsiranana,-12.2787,49.2917,26.41,73,95,6.31,MG,1715537727
584,manokwari,-0.8667,134.0833,26.46,80,98,2.87,ID,1715537727
585,clewiston,26.7542,-80.9337,34.44,41,37,3.24,US,1715537641
586,sabang,5.8933,95.3214,26.43,91,97,4.36,ID,1715537728
587,bontang,0.1333,117.5,27.27,85,2,3.48,ID,1715537728
588,madang,-5.2246,145.7966,24.64,94,100,3.06,PG,1715537728
589,barbacoas,1.6715,-78.1398,32.11,64,77,1.89,CO,1715537728
590,tromso,69.6496,18.957,7.01,93,100,5.66,NO,1715537728
591,paso de los libres,-29.7131,-57.0899,14.78,96,100,4.63,AR,1715537729
592,xiaoweizhai,26.1903,107.5125,14.37,76,82,1.74,CN,1715537729
593,bugasan,7.4408,124.2592,23.65,95,100,1.39,PH,1715537730
594,konokovo,44.8616,41.3266,10.84,94,100,1.89,RU,1715537730
595,newport,51.5877,-2.9984,20.62,82,33,4.37,GB,1715537533
596,llandrindod wells,52.2416,-3.3787,17.99,86,49,4.1,GB,1715537730
